sequenceID	source.name	species	serotype	coverage_category	length
PB444448	ncbi-nuccore-aav-short	Primate1	AAV10	VP	2217
PB444449	ncbi-nuccore-aav-short	Primate1	AAV1	VP	2214
PB444450	ncbi-nuccore-aav-short	Primate1	AAV1	VP	2211
PB444451	ncbi-nuccore-aav-short	Primate1	AAV2	VP	2208
PB444452	ncbi-nuccore-aav-short	Primate1	AAV1	VP	2211
PB444453	ncbi-nuccore-aav-short	Primate1	AAV2	VP	2208
PB444454	ncbi-nuccore-aav-short	Primate1	AAV1	VP	2211
PB444455	ncbi-nuccore-aav-short	Primate1	-	VP	2208
PB444456	ncbi-nuccore-aav-short	Primate1	-	VP	2208
PB444457	ncbi-nuccore-aav-short	Primate1	AAV2	VP	2208
PB444458	ncbi-nuccore-aav-short	Primate1	AAV2	VP	2208
PB444459	ncbi-nuccore-aav-short	Primate1	-	VP	2205
PB444462	ncbi-nuccore-aav-short	Primate1	-	VP	2208
PB444464	ncbi-nuccore-aav-short	Primate1	-	VP	2205
PB444466	ncbi-nuccore-aav-short	Primate1	-	VP	2208
PB444467	ncbi-nuccore-aav-short	Primate1	-	VP	2217
PB444470	ncbi-nuccore-aav-short	Primate1	-	VP	2208
PB444471	ncbi-nuccore-aav-short	Primate1	-	VP	2208
PB444472	ncbi-nuccore-aav-short	Primate1	AAV10	VP	2217
PB444473	ncbi-nuccore-aav-short	Primate1	-	VP	2208
PB444474	ncbi-nuccore-aav-short	Primate1	AAV1	VP	2211
PB444475	ncbi-nuccore-aav-short	Primate1	-	VP	2208
PB444476	ncbi-nuccore-aav-short	Primate1	AAV10	VP	2217
PB444477	ncbi-nuccore-aav-short	Primate1	-	VP	2208
PB444478	ncbi-nuccore-aav-short	Primate1	-	VP	2196
PB444479	ncbi-nuccore-aav-short	Primate1	-	VP	2196
PB444480	ncbi-nuccore-aav-short	Primate1	-	VP	2196
PB444482	ncbi-nuccore-aav-short	Primate1	-	VP	2501
PB444483	ncbi-nuccore-aav-short	Primate1	-	VP	2187
PB444488	ncbi-nuccore-aav-short	Primate1	-	VP	2489
PB444490	ncbi-nuccore-aav-short	Primate1	-	full_genome	2969
PB444493	ncbi-nuccore-aav-short	Primate1	-	VP	1933
PB444500	ncbi-nuccore-aav-short	Primate1	AAV10	VP	2217
PB444501	ncbi-nuccore-aav-short	Primate1	AAV10	VP	2217
PB444502	ncbi-nuccore-aav-short	Primate1	AAV10	VP	2217
PB444503	ncbi-nuccore-aav-short	Primate1	AAV8	VP	2211
PB444504	ncbi-nuccore-aav-short	Primate1	-	VP	2214
PB444505	ncbi-nuccore-aav-short	Primate1	-	VP	2214
PB444506	ncbi-nuccore-aav-short	Primate1	-	VP	2217
PB444507	ncbi-nuccore-aav-short	Primate1	AAV7	VP	2217
PB444508	ncbi-nuccore-aav-short	Primate1	-	VP	2214
PB444509	ncbi-nuccore-aav-short	Primate1	-	VP	2217
PB444510	ncbi-nuccore-aav-short	Primate1	-	VP	2217
PB444511	ncbi-nuccore-aav-short	Primate1	-	VP	2217
PB444512	ncbi-nuccore-aav-short	Primate1	-	VP	2217
PB444513	ncbi-nuccore-aav-short	Primate1	-	VP	2217
PB444514	ncbi-nuccore-aav-short	Primate1	AAV7	VP	2214
PB444515	ncbi-nuccore-aav-short	Primate1	-	VP	2214
PB444516	ncbi-nuccore-aav-short	Primate1	-	VP	2208
PB444517	ncbi-nuccore-aav-short	Primate1	-	VP	2217
PB444518	ncbi-nuccore-aav-short	Primate1	-	VP	2217
PB444519	ncbi-nuccore-aav-short	Primate1	-	VP	2217
PB444520	ncbi-nuccore-aav-short	Primate1	-	VP	2208
PB444521	ncbi-nuccore-aav-short	Primate1	-	VP	2217
PB444522	ncbi-nuccore-aav-short	Primate1	-	VP	2214
PB444523	ncbi-nuccore-aav-short	Primate1	-	VP	2217
PB444524	ncbi-nuccore-aav-short	Primate1	-	VP	2214
PB444525	ncbi-nuccore-aav-short	Primate1	-	VP	2214
PB444526	ncbi-nuccore-aav-short	Primate1	-	VP	2217
PB444527	ncbi-nuccore-aav-short	Primate1	-	VP	2214
PB444528	ncbi-nuccore-aav-short	Primate1	-	VP	2217
PB444529	ncbi-nuccore-aav-short	Primate1	AAV10	VP	2217
PB444530	ncbi-nuccore-aav-short	Primate1	AAV1	VP	2211
PB444532	ncbi-nuccore-aav-short	Primate1	-	VP	255
PB444533	ncbi-nuccore-aav-short	Primate1	-	VP	258
PB444534	ncbi-nuccore-aav-short	Primate1	-	VP	255
PB444535	ncbi-nuccore-aav-short	Primate1	AAV2	VP	2208
PB444540	ncbi-nuccore-aav-short	Primate1	AAV4	VP	1800
PB444541	ncbi-nuccore-aav-short	Primate1	AAV4	VP	2208
PB444542	ncbi-nuccore-aav-short	Primate1	AAV4	NS	1872
PB444543	ncbi-nuccore-aav-short	Primate1	AAV4	NS	1611
PB444544	ncbi-nuccore-aav-short	Primate1	AAV4	NS	1872
PB444545	ncbi-nuccore-aav-short	Primate1	AAV4	VP	1617
PB444546	ncbi-nuccore-aav-short	Primate1	AAV4	NS	939
PB444547	ncbi-nuccore-aav-short	Primate1	AAV4	NS	1197
PB444548	ncbi-nuccore-aav-short	-	-	-	245
PB444549	ncbi-nuccore-aav-short	Primate1	-	-	129
PB444550	ncbi-nuccore-aav-short	Primate1	AAV4	-	125
PB444552	ncbi-nuccore-aav-short	Mammalian1	AAV5	VP	2175
PB444553	ncbi-nuccore-aav-short	Primate1	-	VP	2208
PB444555	ncbi-nuccore-aav-short	Primate1	-	VP	2211
PB444556	ncbi-nuccore-aav-short	Primate1	AAV7	VP	2214
PB444558	ncbi-nuccore-aav-short	Primate1	AAV7	VP	2214
PB444559	ncbi-nuccore-aav-short	Primate1	AAV8	VP	2217
PB444560	ncbi-nuccore-aav-short	Primate1	AAV8	VP	2213
PB444562	ncbi-nuccore-aav-short	Primate1	AAV8	VP	2217
PB444619	ncbi-nuccore-aav-short	Mammalian1	BAAV	VP	1803
PB444620	ncbi-nuccore-aav-short	Mammalian1	BAAV	VP	1617
PB444621	ncbi-nuccore-aav-short	Mammalian1	BAAV	NS	1173
PB444622	ncbi-nuccore-aav-short	Mammalian1	BAAV	NS	1833
PB444623	ncbi-nuccore-aav-short	Mammalian1	BAAV	VP	2211
PB472254	ncbi-nuccore-aav-short	Primate1	-	VP	1933
PB472255	ncbi-nuccore-aav-short	Primate1	-	VP	1933
PB472256	ncbi-nuccore-aav-short	Primate1	-	VP	1933
PB472257	ncbi-nuccore-aav-short	Primate1	-	VP	1933
PB472258	ncbi-nuccore-aav-short	Primate1	-	VP	1933
PB472262	ncbi-nuccore-aav-short	Primate1	AAV3	VP	2211
PB472263	ncbi-nuccore-aav-short	Primate1	AAV3	VP	2211
PB472265	ncbi-nuccore-aav-short	Primate1	-	VP	2495
PB472266	ncbi-nuccore-aav-short	Primate1	-	VP	2504
PB472274	ncbi-nuccore-aav-short	Primate1	-	VP	2370
PB472275	ncbi-nuccore-aav-short	Primate1	AAV4	VP	2205
PB472279	ncbi-nuccore-aav-short	Primate1	-	VP	2211
PB472280	ncbi-nuccore-aav-short	Primate1	-	VP	2460
PB472288	ncbi-nuccore-aav-short	Primate1	-	VP	2187
PB472293	ncbi-nuccore-aav-short	Primate1	-	VP	2208
PB472294	ncbi-nuccore-aav-short	Primate1	-	VP	2208
PB472295	ncbi-nuccore-aav-short	Primate1	-	VP	2208
PB472296	ncbi-nuccore-aav-short	Primate1	-	VP	2208
PB472297	ncbi-nuccore-aav-short	Primate1	-	VP	2208
PB472302	ncbi-nuccore-aav-short	Primate1	-	VP	2208
PB472304	ncbi-nuccore-aav-short	Primate1	-	VP	2208
PB472305	ncbi-nuccore-aav-short	Primate1	-	VP	2217
PB472310	ncbi-nuccore-aav-short	Primate1	-	VP	2208
PB472311	ncbi-nuccore-aav-short	Primate1	-	VP	2208
PB472312	ncbi-nuccore-aav-short	Primate1	-	VP	2209
PB472313	ncbi-nuccore-aav-short	Primate1	-	VP	2208
PB472314	ncbi-nuccore-aav-short	Primate1	-	VP	2208
PB472315	ncbi-nuccore-aav-short	Primate1	-	VP	2208
PB472316	ncbi-nuccore-aav-short	Primate1	-	VP	2208
PB472317	ncbi-nuccore-aav-short	Primate1	-	VP	2208
PB472318	ncbi-nuccore-aav-short	Primate1	-	VP	2208
PB472319	ncbi-nuccore-aav-short	Primate1	-	VP	2208
PB472320	ncbi-nuccore-aav-short	Primate1	-	VP	2208
PB472321	ncbi-nuccore-aav-short	Primate1	-	VP	2208
PB472322	ncbi-nuccore-aav-short	Primate1	-	VP	2208
PB472323	ncbi-nuccore-aav-short	Primate1	-	VP	2211
PB472324	ncbi-nuccore-aav-short	Primate1	-	VP	2208
PB472325	ncbi-nuccore-aav-short	Primate1	-	VP	2211
PB472326	ncbi-nuccore-aav-short	Primate1	-	VP	2211
PB472327	ncbi-nuccore-aav-short	Primate1	AAV2	VP	2208
PB472328	ncbi-nuccore-aav-short	Primate1	AAV2	VP	2208
PB472329	ncbi-nuccore-aav-short	Primate1	AAV2	VP	2208
PB472330	ncbi-nuccore-aav-short	Primate1	AAV2	VP	2208
PB472331	ncbi-nuccore-aav-short	Primate1	AAV10	VP	2217
PB472332	ncbi-nuccore-aav-short	Primate1	-	VP	2217
PB472333	ncbi-nuccore-aav-short	Primate1	-	VP	2208
PB472334	ncbi-nuccore-aav-short	Primate1	AAV10	VP	2217
PB472335	ncbi-nuccore-aav-short	Primate1	AAV10	VP	2217
PB472336	ncbi-nuccore-aav-short	Primate1	AAV10	VP	2217
PB472337	ncbi-nuccore-aav-short	Primate1	AAV1	VP	2214
PB472338	ncbi-nuccore-aav-short	Primate1	AAV1	VP	2211
PB472339	ncbi-nuccore-aav-short	Primate1	AAV2	VP	2208
PB472340	ncbi-nuccore-aav-short	Primate1	AAV1	VP	2211
PB472341	ncbi-nuccore-aav-short	Primate1	AAV2	VP	2208
PB472342	ncbi-nuccore-aav-short	Primate1	AAV1	VP	2211
PB472343	ncbi-nuccore-aav-short	Primate1	-	VP	2208
PB472344	ncbi-nuccore-aav-short	Primate1	-	VP	2208
PB472345	ncbi-nuccore-aav-short	Primate1	AAV2	VP	2208
PB472346	ncbi-nuccore-aav-short	Primate1	AAV2	VP	2208
PB472347	ncbi-nuccore-aav-short	Primate1	-	VP	2205
PB472350	ncbi-nuccore-aav-short	Primate1	-	VP	2208
PB472352	ncbi-nuccore-aav-short	Primate1	-	VP	2205
PB472354	ncbi-nuccore-aav-short	Primate1	-	VP	2208
PB472355	ncbi-nuccore-aav-short	Primate1	-	VP	2217
PB472358	ncbi-nuccore-aav-short	Primate1	-	VP	2208
PB472359	ncbi-nuccore-aav-short	Primate1	-	VP	2208
PB472360	ncbi-nuccore-aav-short	Primate1	AAV10	VP	2217
PB472361	ncbi-nuccore-aav-short	Primate1	-	VP	2208
PB472362	ncbi-nuccore-aav-short	Primate1	AAV1	VP	2211
PB472363	ncbi-nuccore-aav-short	Primate1	-	VP	2208
PB472364	ncbi-nuccore-aav-short	Primate1	AAV10	VP	2217
PB472365	ncbi-nuccore-aav-short	Primate1	-	VP	2208
PB472366	ncbi-nuccore-aav-short	Primate1	-	VP	2196
PB472367	ncbi-nuccore-aav-short	Primate1	-	VP	2196
PB472368	ncbi-nuccore-aav-short	Primate1	-	VP	2196
PB472370	ncbi-nuccore-aav-short	Primate1	-	VP	2501
PB472371	ncbi-nuccore-aav-short	Primate1	-	VP	2187
PB472376	ncbi-nuccore-aav-short	Primate1	-	VP	2489
PB472378	ncbi-nuccore-aav-short	Primate1	-	full_genome	2969
PB472381	ncbi-nuccore-aav-short	Primate1	-	VP	1933
PB472388	ncbi-nuccore-aav-short	Primate1	AAV10	VP	2217
PB472389	ncbi-nuccore-aav-short	Primate1	AAV10	VP	2217
PB472390	ncbi-nuccore-aav-short	Primate1	AAV10	VP	2217
PB472391	ncbi-nuccore-aav-short	Primate1	AAV8	VP	2211
PB472392	ncbi-nuccore-aav-short	Primate1	-	VP	2214
PB472393	ncbi-nuccore-aav-short	Primate1	-	VP	2214
PB472394	ncbi-nuccore-aav-short	Primate1	-	VP	2217
PB472395	ncbi-nuccore-aav-short	Primate1	AAV7	VP	2217
PB472396	ncbi-nuccore-aav-short	Primate1	-	VP	2214
PB472397	ncbi-nuccore-aav-short	Primate1	-	VP	2217
PB472398	ncbi-nuccore-aav-short	Primate1	-	VP	2217
PB472399	ncbi-nuccore-aav-short	Primate1	-	VP	2217
PB472400	ncbi-nuccore-aav-short	Primate1	-	VP	2217
PB472401	ncbi-nuccore-aav-short	Primate1	-	VP	2217
PB472402	ncbi-nuccore-aav-short	Primate1	AAV7	VP	2214
PB472403	ncbi-nuccore-aav-short	Primate1	-	VP	2214
PB472404	ncbi-nuccore-aav-short	Primate1	-	VP	2208
PB472405	ncbi-nuccore-aav-short	Primate1	-	VP	2217
PB472406	ncbi-nuccore-aav-short	Primate1	-	VP	2217
PB472407	ncbi-nuccore-aav-short	Primate1	-	VP	2217
PB472408	ncbi-nuccore-aav-short	Primate1	-	VP	2208
PB472409	ncbi-nuccore-aav-short	Primate1	-	VP	2217
PB472410	ncbi-nuccore-aav-short	Primate1	-	VP	2214
PB472411	ncbi-nuccore-aav-short	Primate1	-	VP	2217
PB472412	ncbi-nuccore-aav-short	Primate1	-	VP	2214
PB472413	ncbi-nuccore-aav-short	Primate1	-	VP	2214
PB472414	ncbi-nuccore-aav-short	Primate1	-	VP	2217
PB472415	ncbi-nuccore-aav-short	Primate1	-	VP	2214
PB472416	ncbi-nuccore-aav-short	Primate1	-	VP	2217
PB472417	ncbi-nuccore-aav-short	Primate1	AAV10	VP	2217
PB472418	ncbi-nuccore-aav-short	Primate1	AAV1	VP	2211
PB472420	ncbi-nuccore-aav-short	Primate1	-	VP	255
PB472421	ncbi-nuccore-aav-short	Primate1	-	VP	258
PB472422	ncbi-nuccore-aav-short	Primate1	-	VP	255
PB472423	ncbi-nuccore-aav-short	Primate1	AAV2	VP	2208
PB472428	ncbi-nuccore-aav-short	Primate1	AAV4	VP	1800
PB472429	ncbi-nuccore-aav-short	Primate1	AAV4	VP	2208
PB472430	ncbi-nuccore-aav-short	Primate1	AAV4	NS	1872
PB472431	ncbi-nuccore-aav-short	Primate1	AAV4	NS	1611
PB472432	ncbi-nuccore-aav-short	Primate1	AAV4	NS	1872
PB472433	ncbi-nuccore-aav-short	Primate1	AAV4	VP	1617
PB472434	ncbi-nuccore-aav-short	Primate1	AAV4	NS	939
PB472435	ncbi-nuccore-aav-short	Primate1	AAV4	NS	1197
PB472436	ncbi-nuccore-aav-short	-	-	-	245
PB472437	ncbi-nuccore-aav-short	Primate1	-	-	129
PB472438	ncbi-nuccore-aav-short	Primate1	AAV4	-	125
PB472440	ncbi-nuccore-aav-short	Mammalian1	AAV5	VP	2175
PB472441	ncbi-nuccore-aav-short	Primate1	-	VP	2208
PB472443	ncbi-nuccore-aav-short	Primate1	-	VP	2211
PB472444	ncbi-nuccore-aav-short	Primate1	AAV7	VP	2214
PB472446	ncbi-nuccore-aav-short	Primate1	AAV7	VP	2214
PB472447	ncbi-nuccore-aav-short	Primate1	AAV8	VP	2217
PB472448	ncbi-nuccore-aav-short	Primate1	AAV8	VP	2213
PB472450	ncbi-nuccore-aav-short	Primate1	AAV8	VP	2217
PB472507	ncbi-nuccore-aav-short	Mammalian1	BAAV	VP	1803
PB472508	ncbi-nuccore-aav-short	Mammalian1	BAAV	VP	1617
PB472509	ncbi-nuccore-aav-short	Mammalian1	BAAV	NS	1173
PB472510	ncbi-nuccore-aav-short	Mammalian1	BAAV	NS	1833
PB472511	ncbi-nuccore-aav-short	Mammalian1	BAAV	VP	2211
PB495499	ncbi-nuccore-aav-short	Primate1	-	-	127
PB495504	ncbi-nuccore-aav-short	Primate1	AAV2	-	145
PC051111	ncbi-nuccore-aav-short	-	-	-	810
PC051113	ncbi-nuccore-aav-short	-	-	-	564
PC052748	ncbi-nuccore-aav-short	Primate1	AAV1	VP	2211
PC052751	ncbi-nuccore-aav-short	Primate1	-	VP	255
PC052752	ncbi-nuccore-aav-short	Primate1	-	VP	258
PC052753	ncbi-nuccore-aav-short	Primate1	-	VP	255
PC052754	ncbi-nuccore-aav-short	Primate1	AAV2	VP	2208
PC052757	ncbi-nuccore-aav-short	Primate1	-	VP	1933
PC052758	ncbi-nuccore-aav-short	Primate1	-	VP	1933
PC052759	ncbi-nuccore-aav-short	Primate1	-	VP	1933
PC052760	ncbi-nuccore-aav-short	Primate1	-	VP	1933
PC052761	ncbi-nuccore-aav-short	Primate1	-	VP	1933
PC052764	ncbi-nuccore-aav-short	Primate1	AAV3	VP	2211
PC052766	ncbi-nuccore-aav-short	Primate1	AAV3	VP	2211
PC052768	ncbi-nuccore-aav-short	Primate1	AAV4	VP	1800
PC052769	ncbi-nuccore-aav-short	Primate1	AAV4	VP	2208
PC052770	ncbi-nuccore-aav-short	Primate1	AAV4	NS	1872
PC052771	ncbi-nuccore-aav-short	Primate1	AAV4	NS	1611
PC052772	ncbi-nuccore-aav-short	Primate1	AAV4	NS	1872
PC052773	ncbi-nuccore-aav-short	Primate1	AAV4	VP	1617
PC052774	ncbi-nuccore-aav-short	Primate1	AAV4	NS	939
PC052775	ncbi-nuccore-aav-short	Primate1	AAV4	NS	1197
PC052776	ncbi-nuccore-aav-short	-	-	-	245
PC052777	ncbi-nuccore-aav-short	Primate1	-	-	129
PC052778	ncbi-nuccore-aav-short	Primate1	AAV4	-	125
PC052781	ncbi-nuccore-aav-short	Primate1	-	VP	2495
PC052782	ncbi-nuccore-aav-short	Primate1	-	VP	2504
PC052790	ncbi-nuccore-aav-short	Primate1	-	VP	2370
PC052791	ncbi-nuccore-aav-short	Primate1	AAV4	VP	2205
PC052795	ncbi-nuccore-aav-short	Mammalian1	AAV5	VP	2175
PC052796	ncbi-nuccore-aav-short	Primate1	-	VP	2208
PC052798	ncbi-nuccore-aav-short	Primate1	-	VP	2211
PC052799	ncbi-nuccore-aav-short	Primate1	AAV7	VP	2214
PC052801	ncbi-nuccore-aav-short	Primate1	AAV7	VP	2214
PC052802	ncbi-nuccore-aav-short	Primate1	AAV8	VP	2217
PC052803	ncbi-nuccore-aav-short	Primate1	AAV8	VP	2213
PC052805	ncbi-nuccore-aav-short	Primate1	AAV8	VP	2217
PC052810	ncbi-nuccore-aav-short	Primate1	-	VP	2211
PC052811	ncbi-nuccore-aav-short	Primate1	-	VP	2460
PC052822	ncbi-nuccore-aav-short	Primate1	-	VP	2187
PC052826	ncbi-nuccore-aav-short	Primate1	-	VP	2208
PC052827	ncbi-nuccore-aav-short	Primate1	-	VP	2208
PC052828	ncbi-nuccore-aav-short	Primate1	-	VP	2208
PC052829	ncbi-nuccore-aav-short	Primate1	-	VP	2208
PC052830	ncbi-nuccore-aav-short	Primate1	-	VP	2208
PC052835	ncbi-nuccore-aav-short	Primate1	-	VP	2208
PC052837	ncbi-nuccore-aav-short	Primate1	-	VP	2208
PC052838	ncbi-nuccore-aav-short	Primate1	-	VP	2217
PC052843	ncbi-nuccore-aav-short	Primate1	-	VP	2208
PC052844	ncbi-nuccore-aav-short	Primate1	-	VP	2208
PC052845	ncbi-nuccore-aav-short	Primate1	-	VP	2209
PC052846	ncbi-nuccore-aav-short	Primate1	-	VP	2208
PC052847	ncbi-nuccore-aav-short	Primate1	-	VP	2208
PC052848	ncbi-nuccore-aav-short	Primate1	-	VP	2208
PC052849	ncbi-nuccore-aav-short	Primate1	-	VP	2208
PC052850	ncbi-nuccore-aav-short	Primate1	-	VP	2208
PC052851	ncbi-nuccore-aav-short	Primate1	-	VP	2208
PC052852	ncbi-nuccore-aav-short	Primate1	-	VP	2208
PC052853	ncbi-nuccore-aav-short	Primate1	-	VP	2208
PC052854	ncbi-nuccore-aav-short	Primate1	-	VP	2208
PC052855	ncbi-nuccore-aav-short	Primate1	-	VP	2208
PC052856	ncbi-nuccore-aav-short	Primate1	-	VP	2211
PC052857	ncbi-nuccore-aav-short	Primate1	-	VP	2208
PC052858	ncbi-nuccore-aav-short	Primate1	-	VP	2211
PC052859	ncbi-nuccore-aav-short	Primate1	-	VP	2211
PC052860	ncbi-nuccore-aav-short	Primate1	AAV2	VP	2208
PC052861	ncbi-nuccore-aav-short	Primate1	AAV2	VP	2208
PC052862	ncbi-nuccore-aav-short	Primate1	AAV2	VP	2208
PC052863	ncbi-nuccore-aav-short	Primate1	AAV2	VP	2208
PC052864	ncbi-nuccore-aav-short	Primate1	AAV10	VP	2217
PC052865	ncbi-nuccore-aav-short	Primate1	-	VP	2217
PC052866	ncbi-nuccore-aav-short	Primate1	-	VP	2208
PC052867	ncbi-nuccore-aav-short	Primate1	AAV10	VP	2217
PC052868	ncbi-nuccore-aav-short	Primate1	AAV10	VP	2217
PC052869	ncbi-nuccore-aav-short	Primate1	AAV10	VP	2217
PC052870	ncbi-nuccore-aav-short	Primate1	AAV1	VP	2214
PC052871	ncbi-nuccore-aav-short	Primate1	AAV1	VP	2211
PC052872	ncbi-nuccore-aav-short	Primate1	AAV2	VP	2208
PC052873	ncbi-nuccore-aav-short	Primate1	AAV1	VP	2211
PC052874	ncbi-nuccore-aav-short	Primate1	AAV2	VP	2208
PC052875	ncbi-nuccore-aav-short	Primate1	AAV1	VP	2211
PC052876	ncbi-nuccore-aav-short	Primate1	-	VP	2208
PC052877	ncbi-nuccore-aav-short	Primate1	-	VP	2208
PC052878	ncbi-nuccore-aav-short	Primate1	AAV2	VP	2208
PC052879	ncbi-nuccore-aav-short	Primate1	AAV2	VP	2208
PC052880	ncbi-nuccore-aav-short	Primate1	-	VP	2205
PC052883	ncbi-nuccore-aav-short	Primate1	-	VP	2208
PC052885	ncbi-nuccore-aav-short	Primate1	-	VP	2205
PC052887	ncbi-nuccore-aav-short	Primate1	-	VP	2208
PC052888	ncbi-nuccore-aav-short	Primate1	-	VP	2217
PC052891	ncbi-nuccore-aav-short	Primate1	-	VP	2208
PC052892	ncbi-nuccore-aav-short	Primate1	-	VP	2208
PC052893	ncbi-nuccore-aav-short	Primate1	AAV10	VP	2217
PC052894	ncbi-nuccore-aav-short	Primate1	-	VP	2208
PC052895	ncbi-nuccore-aav-short	Primate1	AAV1	VP	2211
PC052896	ncbi-nuccore-aav-short	Primate1	-	VP	2208
PC052897	ncbi-nuccore-aav-short	Primate1	AAV10	VP	2217
PC052898	ncbi-nuccore-aav-short	Primate1	-	VP	2208
PC052927	ncbi-nuccore-aav-short	Primate1	-	VP	2196
PC052928	ncbi-nuccore-aav-short	Primate1	-	VP	2196
PC052929	ncbi-nuccore-aav-short	Primate1	-	VP	2196
PC052932	ncbi-nuccore-aav-short	Primate1	-	VP	2501
PC052933	ncbi-nuccore-aav-short	Primate1	-	VP	2187
PC052938	ncbi-nuccore-aav-short	Primate1	-	VP	2489
PC052940	ncbi-nuccore-aav-short	Primate1	-	full_genome	2969
PC052943	ncbi-nuccore-aav-short	Primate1	-	VP	1933
PC052950	ncbi-nuccore-aav-short	Primate1	AAV10	VP	2217
PC052951	ncbi-nuccore-aav-short	Primate1	AAV10	VP	2217
PC052952	ncbi-nuccore-aav-short	Primate1	AAV10	VP	2217
PC052953	ncbi-nuccore-aav-short	Primate1	AAV8	VP	2211
PC052954	ncbi-nuccore-aav-short	Primate1	-	VP	2214
PC052955	ncbi-nuccore-aav-short	Primate1	-	VP	2214
PC052956	ncbi-nuccore-aav-short	Primate1	-	VP	2217
PC052957	ncbi-nuccore-aav-short	Primate1	AAV7	VP	2217
PC052958	ncbi-nuccore-aav-short	Primate1	-	VP	2214
PC052959	ncbi-nuccore-aav-short	Primate1	-	VP	2217
PC052960	ncbi-nuccore-aav-short	Primate1	-	VP	2217
PC052961	ncbi-nuccore-aav-short	Primate1	-	VP	2217
PC052962	ncbi-nuccore-aav-short	Primate1	-	VP	2217
PC052963	ncbi-nuccore-aav-short	Primate1	-	VP	2217
PC052964	ncbi-nuccore-aav-short	Primate1	AAV7	VP	2214
PC052965	ncbi-nuccore-aav-short	Primate1	-	VP	2214
PC052966	ncbi-nuccore-aav-short	Primate1	-	VP	2208
PC052967	ncbi-nuccore-aav-short	Primate1	-	VP	2217
PC052968	ncbi-nuccore-aav-short	Primate1	-	VP	2217
PC052969	ncbi-nuccore-aav-short	Primate1	-	VP	2217
PC052970	ncbi-nuccore-aav-short	Primate1	-	VP	2208
PC052971	ncbi-nuccore-aav-short	Primate1	-	VP	2217
PC052972	ncbi-nuccore-aav-short	Primate1	-	VP	2214
PC052973	ncbi-nuccore-aav-short	Primate1	-	VP	2217
PC052974	ncbi-nuccore-aav-short	Primate1	-	VP	2214
PC052975	ncbi-nuccore-aav-short	Primate1	-	VP	2214
PC052976	ncbi-nuccore-aav-short	Primate1	-	VP	2217
PC052977	ncbi-nuccore-aav-short	Primate1	-	VP	2214
PC052978	ncbi-nuccore-aav-short	Primate1	-	VP	2217
PC052979	ncbi-nuccore-aav-short	Primate1	AAV10	VP	2217
PC052980	ncbi-nuccore-aav-short	Mammalian1	BAAV	VP	1803
PC052981	ncbi-nuccore-aav-short	Mammalian1	BAAV	VP	1617
PC052982	ncbi-nuccore-aav-short	Mammalian1	BAAV	NS	1173
PC052983	ncbi-nuccore-aav-short	Mammalian1	BAAV	NS	1833
PC052984	ncbi-nuccore-aav-short	Mammalian1	BAAV	VP	2211
PC053866	ncbi-nuccore-aav-short	Primate1	AAV1	VP	2211
PC053869	ncbi-nuccore-aav-short	Primate1	-	VP	255
PC053870	ncbi-nuccore-aav-short	Primate1	-	VP	258
PC053871	ncbi-nuccore-aav-short	Primate1	-	VP	255
PC053872	ncbi-nuccore-aav-short	Primate1	AAV2	VP	2208
PC053875	ncbi-nuccore-aav-short	Primate1	-	VP	1933
PC053876	ncbi-nuccore-aav-short	Primate1	-	VP	1933
PC053877	ncbi-nuccore-aav-short	Primate1	-	VP	1933
PC053878	ncbi-nuccore-aav-short	Primate1	-	VP	1933
PC053879	ncbi-nuccore-aav-short	Primate1	-	VP	1933
PC053882	ncbi-nuccore-aav-short	Primate1	AAV3	VP	2211
PC053884	ncbi-nuccore-aav-short	Primate1	AAV3	VP	2211
PC053886	ncbi-nuccore-aav-short	Primate1	AAV4	VP	1800
PC053887	ncbi-nuccore-aav-short	Primate1	AAV4	VP	2208
PC053888	ncbi-nuccore-aav-short	Primate1	AAV4	NS	1872
PC053889	ncbi-nuccore-aav-short	Primate1	AAV4	NS	1611
PC053890	ncbi-nuccore-aav-short	Primate1	AAV4	NS	1872
PC053891	ncbi-nuccore-aav-short	Primate1	AAV4	VP	1617
PC053892	ncbi-nuccore-aav-short	Primate1	AAV4	NS	939
PC053893	ncbi-nuccore-aav-short	Primate1	AAV4	NS	1197
PC053894	ncbi-nuccore-aav-short	-	-	-	245
PC053895	ncbi-nuccore-aav-short	Primate1	-	-	129
PC053896	ncbi-nuccore-aav-short	Primate1	AAV4	-	125
PC053899	ncbi-nuccore-aav-short	Primate1	-	VP	2495
PC053900	ncbi-nuccore-aav-short	Primate1	-	VP	2504
PC053908	ncbi-nuccore-aav-short	Primate1	-	VP	2370
PC053909	ncbi-nuccore-aav-short	Primate1	AAV4	VP	2205
PC053913	ncbi-nuccore-aav-short	Mammalian1	AAV5	VP	2175
PC053914	ncbi-nuccore-aav-short	Primate1	-	VP	2208
PC053916	ncbi-nuccore-aav-short	Primate1	-	VP	2211
PC053917	ncbi-nuccore-aav-short	Primate1	AAV7	VP	2214
PC053919	ncbi-nuccore-aav-short	Primate1	AAV7	VP	2214
PC053920	ncbi-nuccore-aav-short	Primate1	AAV8	VP	2217
PC053921	ncbi-nuccore-aav-short	Primate1	AAV8	VP	2213
PC053923	ncbi-nuccore-aav-short	Primate1	AAV8	VP	2217
PC053928	ncbi-nuccore-aav-short	Primate1	-	VP	2211
